CIGARRERIA MONTPELLIER;CRA  51 A 169 A 60 LC 5;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
MISCELANEA KAMIR;CL 70 1A 6 36;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
LUDY F L;CL 4 SUR 10 09;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
TIENDA MERCADITO DE LA 53;CRA 53 80 167 LC 2;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
TIENDA MERCADITO DE LA 53;CRA 53 80 167 LC 2;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
TIENDA Y ESTADERO DIANA;CL 45 46 256;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
TIENDA EL PARAISO;CRA  38 76 193;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
SUPERPHARMA EL LAGO NO. 2;CL 72 10 03 LC 102 EDIF LA PREVISORA;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
METROCOMUNICACIONES LA 74;CL 74 43 67 LC 6;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
DROGAS LA BOTICA DE LA CALLE DEL MEDIO;CL DEL MEDIO 18 02;5923439;COLOMBIA;BOLIVAR;MOMPOS
MINIMARKET Y PANADERIA CASABLANCA;CL25 68 B 09;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
MINIMARKET Y PANADERIA CASABLANCA;CL25 68 B 09;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
LICORES LA 43 CARTAGO;CRA 4 2 113;5923439;COLOMBIA;VALLE DEL CAUCA;CARTAGO
FARMACIA TORRES¯ 6;CL 45 1 85 LC 1 25;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
FARMACIA TORRES 6;CL 45 1 85 LC 1 25;5923439;;ATLANTICO;BARRANQUILLA
FUENTE DE SODA Y ESTANCO BRISAS DEL MAR;CL 2A 4 15;5923439;COLOMBIA;VALLE DEL CAUCA;BUENAVENTURA
INTERTEL.COM E.U.;AV EL TEJAR 35 99 LC 104;5923439;COLOMBIA;SANTANDER;BUCARAMANGA
ALMACEN DE COMPRAVENTA CON PACTO DE RETROVENTA SUPER EFECTIV;CL 76 48  19;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
DROGAS GUADALUPE;MZA 2 CASA 3 RINCON DEL CAFE PARQUE INDUSTRIAL;5923439;COLOMBIA;RISARALDA;PEREIRA
CONSUERTE BARZAL;CR 34 35 A 06;5923439;COLOMBIA;META;VILLAVICENCIO
FARMACIA TORRES N 1;CRA 43 35 02;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
FARMACIA TORRES ¯ 3;CL 84 50 77;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
FARMACIA TORRES # 3;CL 84 50 77;5923439;;ATLANTICO;BARRANQUILLA
FARMACIA TORRES ¯ 5;CL 84 43B 56;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
FARMACIA TORRES # 5;CL 84 43B 56;5923439;;ATLANTICO;BARRANQUILLA
DROGAS SUR;CL 70 25 63;5923439;COLOMBIA;RISARALDA;PEREIRA
DROGAS DON SALUDERO SAN ANTONIO ¯ 2;CL 11 8 20;5923439;COLOMBIA;CALDAS;CHINCHINA
CONSUERTE CASA DEL JUGO;CR 39 7 A 05;5923439;COLOMBIA;META;VILLAVICENCIO
DROGUERIA VISION 1;CL 5 A S 87 19;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
DROGUERIA AMERICANA NO. 3;VICTORIA CCIAL REGIONAL LC 217;5923439;COLOMBIA;RISARALDA;PEREIRA
DON SALUDERO EL LAGO;CL 24 7 69;5923439;COLOMBIA;RISARALDA;PEREIRA
DON SALUDERO CIRCUNVALAR;AV CIRCUNVALAR  9 19;5923439;COLOMBIA;RISARALDA;PEREIRA
KAPITOLIO;DG 26I 2 TR 87 04;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
KAPITOLIO;DG 26I 2 TR 87 04;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
INVERSIONES CAFE ESTANQUILLO;CRA 10 11 3;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGAS COPIFAM;CL 10 10 56;5923439;COLOMBIA;TOLIMA;GUAMO
DROGUERIA SERVISALUD NO. 2;CRA 9 11 08;5923439;COLOMBIA;BOYACA;GARAGOA
SUPERMERCADO SAMOA ¯ 2;CL 92 52C 07;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
SUPERMERCADO SAMOA # 2;CL 92 52C 07;5923439;;ATLANTICO;BARRANQUILLA
FARMACIA TORRES ¯ 4;CRA  43 72 32;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
FARMACIA TORRES # 4;CRA  43 72 32;5923439;;ATLANTICO;BARRANQUILLA
DROGUERIA Y VARIEDADES LA W;CL 45 34 01;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA BERRIO;CL 53 1 25;5923439;COLOMBIA;ANTIOQUIA;PUERTO BERRIO
DROGUERIA QUITASOL;DG 65 40 A 16;5923439;COLOMBIA;ANTIOQUIA;BELLO
DROGUERIA PARISIENSE;CL 20 F 76 27;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
GUYSAMA LTDA;CRA 44 A 46 49;5923439;COLOMBIA;ANTIOQUIA;BELLO
GUYSAMA LTDA;CRA 44 A 46 49;5923439;COLOMBIA;ANTIOQUIA;BELLO
ACU´A COUNTRY;CL 85 14 08;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
ACUðA COUNTRY;CL 85 14 08;5923439;;BOGOTA D.C.;BOGOTA
SUPERDROGAS LA BOTICA;CL 72 52 79;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
CENTRO SERVICIOS IRIS No 4;AV PASOANCHO 75 44;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
GOPHER COMUNICACIONES E INTERNET ON LINE;CRA  33 35 15 LC 2;5923439;COLOMBIA;SANTANDER;BUCARAMANGA
FOTO FOTO D;CL 36 SUR 78 A 27;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
FOTO FOTO D;CL 36 SUR 78 A 27;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
MI TIERRA COMUNICACIONES.COM;CL 7 4 84 LC 1;5923439;COLOMBIA;CUNDINAMARCA;MADRID
BOULEVARD;CL 79 59 B 09;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
PAPELERIA LA TERRACITA;CRA 45 56 107;5923439;COLOMBIA;SANTANDER;BUCARAMANGA
CABLETEL COMUNICACIONES;CRA 2 18A  41;5923439;COLOMBIA;RISARALDA;DOS QUEBRADAS
CABLETEL COMUNICACIONES;CRA 2 18A  41;5923439;COLOMBIA;RISARALDA;DOS QUEBRADAS
SUPERDROGUERIA LA BOTICA;CRA 43 72 09;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
SUPERDROGUERIA LA CELESTE;CRA 46  91 16;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
PAPELERIA Y VARIEDADES EL ACADEMICO;CRA 5 20 38;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
TIENDA LA PAPAYITA;CL 22 28 06;5923439;COLOMBIA;ATLANTICO;MALAMBO
DROGAS ESTACION PRADO;CL 58 51 46;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA SUPER DESCUENTOS 2;CL 93 67 A 19;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
TIENDA Y DISTRIBUCIONES DE APUESTAS PUNTO AZUL;CL 2 54 A 16;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
BOULEVARD LIQUORS;CRA 73 45D 73;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
CONEXIONES ORBITALES;CRA 49 A 93 53;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA ALBANIA NO 2;CL 61 48 05;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA EL GRAN MILENIO;CL 100 47 59;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA EL GRAN MILENIO;CL 100 47 59;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
SUPER SERVICIOS Y RECAUDOS;CL 29 11 114;5923439;COLOMBIA;SANTANDER;FLORIDABLANCA
CENTRO DE PAGOS U MENSAJERIA L Y S;CL 84 26 65;5923439;COLOMBIA;VALLE DEL CAUCA;CALI
CIGARRERIA NAPOLES NO. 1;CL 109  CRA 22;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
COMERCIAL UGANDA N.2;CL 115 D 59 55;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
CIGARRERIA SAN MARINO;AV 19 114 A 18;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
AUTO SERVICIO UGANDA RUBIO Y AYALA LTDA;CL 49 13 06;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
AUTOSERVICIO UGANDA NO. 2;CL 62 3 A 64;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
LA BOTICA DEL BULEVAR LA 19;CR 19 AV FERROCARRIL LC 5;5923439;COLOMBIA;MAGDALENA;SANTA MARTA
SUPERDROGUERIA LA BOTICA DE LA 93;CL 93 45 B 53;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
TIENDA BUCARICA DE LA 41;CRA 41 50 03;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
CIGARRERIA NAPOLES NO. 2;TR  27 125 06;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
SUPERDROGUERIA LA BOTICA DEL CENTRO;TR 50 49 68 AV CRISANTO;5923439;COLOMBIA;BOLIVAR;CARTAGENA
DROGUERIA GALACTICA 82;CL 82 50 72;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
MERCAPRONTO;CL 20 33 A 15 AV ESTUDIANTES DE PASTO;5923439;COLOMBIA;NARINO;PASTO
FARMACIA DROGUILANDIA;CRA  26B CL 74 C 168 Y  172;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
DROGUERIA DEL SUR;CR 25 16 04;5923439;COLOMBIA;NARINO;PASTO
SUPERDROGAS LA BOTICA;CL 84 51 B 34;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
TELECOMUNICACIONES SUPER SUPER;CRA 14 14 52;5923439;COLOMBIA;SANTANDER;VILLANUEVA
SUPERMERCADO LA 53;CL 53 9 17;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
ESTACION MOBIL CARACAS;CL 53 44 10;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
COMUNICACEL CENTRO DE SERVICIOS;CRA 4 2 49;5923439;COLOMBIA;SANTANDER;CAPITANEJO
DROGAS LA ECONOMIA N. 66;CL 82 57 07;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
DROGUERIA GUIVAR MERCHAN;CL 53 73 62;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
PALMITAS LTDA;CL 24 11 44;5923439;COLOMBIA;MAGDALENA;SANTA MARTA
SERVICENTRO MOBIL AVENIDA EL  RIO;AV DEL LIBERTADOR AV DEL RIO ESQ;5923439;COLOMBIA;MAGDALENA;SANTA MARTA
AUTO-CENTRO MOBIL LA 11;CL 11 12 60;5923439;COLOMBIA;MAGDALENA;SANTA MARTA
AUTO-CENTRO MOBIL LA 11;CL 11 12 60;5923439;COLOMBIA;MAGDALENA;SANTA MARTA
TIENDA LA 96;CLL 96 45B 40;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
MULTICENTRO CC ZONA COMUN;CR 5 60 123;5923439;COLOMBIA;TOLIMA;IBAGUE
MULTICENTRO CC ZONA COMUN;CR 5 60 123;5923439;COLOMBIA;TOLIMA;IBAGUE
SUPERMERCADO SAMOA  ¯1;CL 91 64 B 10;5923439;COLOMBIA;ATLANTICO;BARRANQUILLA
TIENDA GOSAR;CRA 15 3A 36;5923439;COLOMBIA;HUILA;NEIVA
DROGUERIA SUPER DESCUENTOS;CRA  84 45 AA 10;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGUERIA NUEVA VISION;CRA 72 A 92 35;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
ALMACEN MULTIVARIOS;CRA 4 24 39 LC 105;5923439;COLOMBIA;CHOCO;QUIBDO
LACTEOS Y CARNICOS LA INTERMEDIA LTDA;CRA  27 36 SUR  60 LC 11;5923439;COLOMBIA;ANTIOQUIA;ENVIGADO
ASADERO Y SALSAMENTARIA LA POLLADA;CL 76 EB 82 D 43 LC 2;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGAS TOLIMA;CL 21 C 2 E 05;5923439;COLOMBIA;NARINO;PASTO
MOVILES R ROLDAN SANTA TERESITA;CRA  77 35 10;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
MOVILES R ROLDAN BOLIVARIANA;CL 34 66 A 17;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
MOVILES R  ROLDAN COLOMBIA;CRA  66 48 C 38;5923439;COLOMBIA;ANTIOQUIA;MEDELLIN
DROGAS FORSALUD;CRA 18 116 24 LC 104;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
NAVITEL.NET MORGAN;PLAZOLETA FRENTE AL CA´ON DE MORGAN LC 106;5923439;COLOMBIA;SAN ANDRES;SAN ANDRES
NAVITEL.NET MORGAN;PLAZOLETA FRENTE AL CA´ON DE MORGAN LC 106;5923439;COLOMBIA;SAN ANDRES;SAN ANDRES
NAVITEL. NET CALIPSO;AV DUARTE BLUM BAJOS HOTEL TIUNA;5923439;COLOMBIA;SAN ANDRES;SAN ANDRES
NAVITEL. NET CALIPSO;AV DUARTE BLUM BAJOS HOTEL TIUNA;5923439;COLOMBIA;SAN ANDRES;SAN ANDRES
DROGUERIA ACUNA CR 12;CR 12 19 06;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
SUPERMERCADO NECAFAM;CRA 27 47 13 SUR;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
GOMEZ CORTES JAIRO ALBERO;CL 5 8 02;5923439;COLOMBIA;SANTANDER;SUAITA
DROGUERIA RODRIGUEZ;DG 40 27 01 SUR;5923439;COLOMBIA;BOGOTA D.C.;BOGOTA
